Coiling Oracle; 0.01; common; 0.02
Dragon Arch; 0.06; uncommon; 0.75
Green Sun's Zenith; 7.5; rare; 12.4
Murkfiend Liege; 0.05; rare; 0.35
Selesnya Sanctuary; 0.02; uncommon; 0.04
Restoration Angel; 0.08; rare; 1.3
Storm Fleet Pyromancer; 0.01; common; 0.02
Orzhov Basilica; 0.02; uncommon; 0.02
Rishkar, Peema Renegade; 0.02; rare; 0.1
Militia Bugler; 0.02; common; 0.02
Mindwrack Liege; 0.02; rare; 0.05
Dragonlord Silumgar; 1.99; mythic; 5.0
Kaervek the Merciless; 0.05; rare; 0.19
Ulamog, the Infinite Gyre; 21.0; mythic; 38.0
Surgical Extraction; 6.08; rare; 11.45
Relief Captain; 0.02; common; 0.02
Fireblade Artist; 0.02; common; 0.02
Mana Vault; 36.0; mythic; 58.9
Wingsteed Rider; 0.01; common; 0.02
Auger Spree; 0.01; common; 0.02
Prized Amalgam; 0.09; rare; 0.47
Kruin Striker; 0.01; common; 0.02
Jeskai Charm; 0.02; uncommon; 0.02
Firesong and Sunspeaker; 0.05; rare; 0.7
Smothering Tithe; 13.0; rare; 20.0
Summer Bloom; 0.1; uncommon; 0.29
Ingenious Skaab; 0.01; common; 0.02
Fiery Fall; 0.01; common; 0.02
Rancor; 0.05; uncommon; 0.2
Ainok Bond-Kin; 0.01; common; 0.02
Alesha, Who Smiles at Death; 0.06; rare; 0.29
Nephalia Smuggler; 0.02; uncommon; 0.02
The Mimeoplasm; 0.18; rare; 0.79
Consecrated Sphinx; 16.5; mythic; 26.3
Bloom Tender; 6.5; rare; 11.75
Bitterblossom; 17.5; mythic; 24.95
Sparkmage's Gambit; 0.01; common; 0.02
Living Lightning; 0.02; common; 0.02
Creakwood Liege; 0.7; rare; 3.49
Advanced Stitchwing; 0.02; common; 0.02
Intet, the Dreamer; 0.02; rare; 0.3
Imperial Seal; 79.5; mythic; 133.0
Deadly Recluse; 0.01; common; 0.02
Venser, Shaper Savant; 0.29; rare; 1.79
Master Biomancer; 0.07; rare; 0.28
Rafiq of the Many; 0.2; rare; 0.9
Oona's Prowler; 0.05; rare; 0.18
Elenda, the Dusk Rose; 4.5; mythic; 12.5
Orzhov Pontiff; 0.02; uncommon; 0.14
Ulasht, the Hate Seed; 0.04; rare; 0.12
Hyena Umbra; 0.02; common; 0.02
Forbidden Alchemy; 0.01; common; 0.02
Balefire Liege; 0.1; rare; 0.39
Ashenmoor Liege; 0.05; rare; 0.79
Dack's Duplicate; 0.05; rare; 0.35
Anointer of Valor; 0.01; common; 0.02
Biogenic Upgrade; 0.02; uncommon; 0.02
Deranged Assistant; 0.01; common; 0.02
Ambuscade; 0.01; common; 0.02
Backdraft Hellkite; 0.05; rare; 0.25
Abbot of Keral Keep; 0.05; rare; 0.45
Weathered Wayfarer; 1.2; rare; 3.0
Spell Pierce; 0.02; common; 0.05
Aven Initiate; 0.01; common; 0.02
Food Chain; 20.0; mythic; 49.75
Doomed Traveler; 0.01; common; 0.02
