Balustrade Spy; 0.02; common; 0.04
Varina, Lich Queen; 0.05; rare; 0.2
Fireblade Artist; 0.02; common; 0.02
Scale Blessing; 0.02; uncommon; 0.05
Golgari Rot Farm; 0.02; uncommon; 0.15
Martial Glory; 0.02; common; 0.02
Shadowborn Apostle; 0.3; common; 0.8
Mikaeus, the Lunarch; 0.05; rare; 1.25
Bitterblossom; 17.5; mythic; 26.94
Pirate's Pillage; 0.02; common; 0.02
Arjun, the Shifting Flame; 0.05; rare; 0.65
Hydroid Krasis; 1.9; rare; 4.99
Azorius Chancery; 0.02; uncommon; 0.08
Animar, Soul of Elements; 1.96; mythic; 12.45
Deep Analysis; 0.02; common; 0.02
Ashen Rider; 0.05; rare; 0.75
Seasoned Pyromancer; 20.99; mythic; 39.9
Elenda, the Dusk Rose; 4.89; mythic; 12.88
Lord of Extinction; 0.75; mythic; 3.5
Magister Sphinx; 0.1; rare; 0.6
Ingenious Skaab; 0.01; common; 0.02
Lightning Helix; 0.05; uncommon; 0.05
Mentor of the Meek; 0.02; uncommon; 0.1
Rift Bolt; 0.02; common; 0.05
Izzet Charm; 0.02; common; 0.06
Mistmeadow Witch; 0.02; uncommon; 0.07
Tower Gargoyle; 0.02; uncommon; 0.02
Living Lightning; 0.02; common; 0.02
Emrakul, the Aeons Torn; 18.5; mythic; 29.0
Shattergang Brothers; 0.02; rare; 0.69
Annoyed Altisaur; 0.02; common; 0.02
Militia Bugler; 0.02; common; 0.02
Makeshift Mauler; 0.01; common; 0.02
Blazing Hellhound; 0.02; uncommon; 0.03
Jodah, Archmage Eternal; 0.08; rare; 0.24
Weathered Wayfarer; 1.25; rare; 3.79
Tuskguard Captain; 0.01; common; 0.04
Thousand-Year Storm; 1.3; rare; 4.75
Sedris, the Traitor King; 0.7; mythic; 2.0
Master of Cruelties; 1.5; mythic; 4.64
Rampant Growth; 0.02; common; 0.05
Ground Assault; 0.02; common; 0.03
Brindle Shoat; 0.02; common; 0.02
Sprouting Thrinax; 0.02; uncommon; 0.02
Kruin Striker; 0.02; common; 0.02
Heroic Reinforcements; 0.02; uncommon; 0.08
Elvish Rejuvenator; 0.02; common; 0.02
City of Brass; 10.0; rare; 18.6
Villainous Wealth; 0.08; rare; 0.2
Selesnya Sanctuary; 0.02; uncommon; 0.04
Gifts Ungiven; 0.15; rare; 0.8
Oona's Prowler; 0.08; rare; 0.2
The Mimeoplasm; 0.2; rare; 0.89
Nephalia Smuggler; 0.02; uncommon; 0.02
Gruul Turf; 0.02; uncommon; 0.15
Dack's Duplicate; 0.09; rare; 0.35
Warrior's Oath; 12.0; mythic; 29.99
Boartusk Liege; 0.14; rare; 1.72
Guided Passage; 0.08; rare; 0.4
Greater Gargadon; 0.04; rare; 0.15
Grim Flayer; 0.55; rare; 2.0
Aether Vial; 10.0; rare; 18.0
Crackling Doom; 0.02; uncommon; 0.1
Deathbringer Liege; 0.05; rare; 0.05
Ob Nixilis, Unshackled; 0.6; rare; 2.0
Necrotic Ooze; 0.25; rare; 1.3
Skeleton Archer; 0.02; common; 0.02
Kasmina's Transmutation; 0.02; common; 0.02
Muldrotha, the Gravetide; 1.6; mythic; 4.95
Lightning Bolt; 0.45; uncommon; 1.44
Abzan Charm; 0.02; uncommon; 0.15
Divine Visitation; 2.98; mythic; 5.0
Jeskai Charm; 0.02; uncommon; 0.05
Planar Bridge; 0.6; rare; 2.0
Surreal Memoir; 0.02; uncommon; 0.03
Bloodforged Battle-Axe; 2.5; rare; 6.69
Pithing Needle; 0.25; rare; 0.89
Rakdos Carnarium; 0.02; uncommon; 0.18
Eyeblight's Ending; 0.01; common; 0.03
Skullbriar, the Walking Grave; 0.25; rare; 1.9
Domestication; 0.02; uncommon; 0.04
Graveblade Marauder; 0.02; uncommon; 0.04
Mana Leak; 0.02; common; 0.02
Restoration Angel; 0.1; rare; 1.4
Conclave Mentor; 0.02; uncommon; 0.08
Inquisition of Kozilek; 0.49; uncommon; 1.5
Rafiq of the Many; 0.29; rare; 1.0
Mistfire Adept; 0.02; uncommon; 0.02
Phyrexian Altar; 22.9; rare; 33.0
Nim Deathmantle; 0.99; rare; 3.8
Skinrender; 0.02; uncommon; 0.03
Orzhov Pontiff; 0.02; uncommon; 0.18
Fiery Fall; 0.02; common; 0.02
Vampire Sovereign; 0.02; common; 0.04
Unburial Rites; 0.02; uncommon; 0.14
Bloodwater Entity; 0.02; common; 0.02
Sensei's Divining Top; 13.6; rare; 29.0
Kambal, Consul of Allocation; 0.2; rare; 0.95
Phyrexian Tyranny; 0.05; rare; 0.79
Dreamshaper Shaman; 0.02; uncommon; 0.05
Figure of Destiny; 0.02; rare; 0.2
Lavalanche; 0.02; rare; 0.19
Tariel, Reckoner of Souls; 0.09; rare; 0.15
Consecrated Sphinx; 16.0; mythic; 26.33
Spell Pierce; 0.02; common; 0.08
Simic Growth Chamber; 0.02; uncommon; 0.19
Hellkite Overlord; 0.4; mythic; 0.79
Rancor; 0.2; uncommon; 0.45
Reveillark; 0.02; rare; 0.35
Might of Old Krosa; 0.02; common; 0.08
Orzhov Basilica; 0.02; uncommon; 0.18
Terminate; 0.05; uncommon; 0.2
Gods Willing; 0.02; common; 0.03
Burning-Tree Emissary; 0.02; common; 0.1
Winged Coatl; 0.02; common; 0.02
Anger of the Gods; 0.4; rare; 0.99
Thrumming Stone; 3.8; rare; 13.0
Dreg Mangler; 0.02; common; 0.02
Coiling Oracle; 0.02; common; 0.05
Wash Out; 0.02; uncommon; 0.2
Glowspore Shaman; 0.02; common; 0.05
Teferi's Protection; 13.0; rare; 17.0
Anointer of Valor; 0.02; common; 0.02
Scion of Darkness; 0.02; uncommon; 0.1
Lava Coil; 0.02; common; 0.02
Legion's Initiative; 0.02; rare; 0.3
Firesong and Sunspeaker; 0.05; rare; 0.75
Creakwood Liege; 0.85; rare; 3.9
Lyev Skyknight; 0.02; common; 0.04
Thraximundar; 0.08; rare; 0.08
Doran, the Siege Tower; 0.15; rare; 1.73
Settle Beyond Reality; 0.02; common; 0.02
Disciple of the Ring; 0.02; rare; 0.25
Green Sun's Zenith; 7.8; rare; 14.4
Prophetic Bolt; 0.02; uncommon; 0.1
Bloom Tender; 6.5; rare; 11.99
Mulldrifter; 0.06; uncommon; 0.39
Chronicler of Heroes; 0.01; common; 0.02
Devoted Druid; 0.3; uncommon; 1.5
Go for the Throat; 0.06; uncommon; 0.17
Ezuri, Claw of Progress; 0.95; mythic; 4.5
Ulasht, the Hate Seed; 0.04; rare; 0.12
Supreme Verdict; 2.99; rare; 6.8
Mayael's Aria; 0.47; rare; 1.25
Fiery Justice; 0.04; rare; 0.2
Wilt-Leaf Liege; 0.09; rare; 0.72
As Foretold; 2.0; mythic; 6.75
Forbidden Orchard; 3.0; rare; 4.0
Allosaurus Shepherd; 27.0; mythic; 47.5
Kederekt Leviathan; 0.02; rare; 0.45
Experiment One; 0.02; common; 0.1
Webweaver Changeling; 0.01; common; 0.02
Dark-Dweller Oracle; 0.02; common; 0.04
Firemind Vessel; 0.02; uncommon; 0.02
Jeskai Ascendancy; 0.09; rare; 0.2
Splinterfright; 0.05; rare; 0.2
Oracle of Mul Daya; 5.0; rare; 10.5
Hostage Taker; 0.05; rare; 0.5
