Body Double; 0.02; uncommon; 0.05
Legion's Initiative; 0.1; rare; 0.3
Gruul Turf; 0.02; uncommon; 0.1
Strands of Undeath; 0.01; common; 0.02
Dragonlord Dromoka; 4.89; mythic; 9.5
Glimpse the Unthinkable; 1.4; rare; 3.49
Judith, the Scourge Diva; 0.04; rare; 0.19
Purphoros's Emissary; 0.01; common; 0.02
Dimir Aqueduct; 0.02; uncommon; 0.1
Eyeblight's Ending; 0.01; common; 0.02
Warrior's Oath; 9.0; mythic; 16.99
Divine Visitation; 2.9; mythic; 5.0
Bring to Light; 0.05; rare; 0.25
Brindle Shoat; 0.01; common; 0.02
Damnation; 10.3; rare; 14.4
Cavern of Souls; 49.0; mythic; 65.0
Biogenic Upgrade; 0.02; uncommon; 0.02
Ezuri, Claw of Progress; 1.15; mythic; 2.0
Arjun, the Shifting Flame; 0.02; rare; 0.6
Rafiq of the Many; 0.19; rare; 0.79
Tower Gargoyle; 0.02; uncommon; 0.02
Rift Bolt; 0.01; common; 0.02
Unearth; 0.02; common; 0.08
Mana Drain; 29.99; mythic; 39.98
Winged Coatl; 0.01; common; 0.02
Auger Spree; 0.01; common; 0.02
Abzan Falconer; 0.02; uncommon; 0.02
Hydroid Krasis; 1.8; rare; 4.9
Emrakul, the Aeons Torn; 18.7; mythic; 25.85
Burning-Tree Emissary; 0.02; common; 0.02
Unburial Rites; 0.02; uncommon; 0.02
Concordant Crossroads; 17.95; mythic; 29.0
Annoyed Altisaur; 0.01; common; 0.02
Staggershock; 0.02; uncommon; 0.02
Nim Deathmantle; 0.9; rare; 3.0
Summer Bloom; 0.1; uncommon; 0.25
Relief Captain; 0.02; common; 0.02
Gnarlback Rhino; 0.01; common; 0.02
Goblin Banneret; 0.02; uncommon; 0.02
Aurelia, the Warleader; 4.95; mythic; 10.0
Leonin Arbiter; 0.28; rare; 1.35
Wrenn and Six; 54.0; mythic; 110.0
Dromoka's Command; 0.15; rare; 0.69
Glowspore Shaman; 0.02; common; 0.02
Anguished Unmaking; 1.0; rare; 2.2
Izzet Boilerworks; 0.02; uncommon; 0.1
Lightning Helix; 0.02; uncommon; 0.15
Livewire Lash; 0.02; uncommon; 0.05
Eel Umbra; 0.01; common; 0.02
Shattergang Brothers; 0.04; rare; 0.49
Alesha, Who Smiles at Death; 0.06; rare; 0.28
Hellkite Overlord; 0.4; mythic; 0.77
Thraximundar; 0.02; rare; 0.08
Call to the Feast; 0.01; common; 0.02
Lightning Bolt; 0.3; uncommon; 0.8
Oona's Prowler; 0.05; rare; 0.2
Balustrade Spy; 0.02; common; 0.02
Advanced Stitchwing; 0.02; common; 0.02
Bedlam Reveler; 0.05; rare; 0.5
Ingenious Skaab; 0.01; common; 0.02
Azorius Chancery; 0.02; uncommon; 0.1
Kozilek, Butcher of Truth; 24.25; mythic; 32.5
Tenth District Legionnaire; 0.01; common; 0.02
Sultai Soothsayer; 0.02; uncommon; 0.02
Bloodbraid Elf; 0.02; uncommon; 0.1
Bloodforged Battle-Axe; 2.5; rare; 4.5
Grand Arbiter Augustin IV; 1.5; rare; 4.9
Conqueror's Flail; 2.4; rare; 6.99
Rakdos Carnarium; 0.02; uncommon; 0.1
Imperial Seal; 79.0; mythic; 129.5
Backdraft Hellkite; 0.07; rare; 0.25
Doran, the Siege Tower; 0.1; rare; 1.15
Teneb, the Harvester; 0.07; rare; 0.25
Young Pyromancer; 0.05; uncommon; 0.14
Gods Willing; 0.01; common; 0.02
Mistfire Adept; 0.02; uncommon; 0.02
Ashen Rider; 0.05; rare; 0.63
Last Breath; 0.01; common; 0.02
Aether Vial; 11.2; rare; 17.69
Crucible of Worlds; 13.5; mythic; 20.0
Scab-Clan Giant; 0.02; uncommon; 0.02
Smothering Tithe; 13.0; rare; 19.75
Grapple with the Past; 0.01; common; 0.02
Teferi's Protection; 13.0; rare; 14.9
Shadowborn Apostle; 0.15; common; 0.2
Bloom Tender; 6.45; rare; 10.0
Terminate; 0.02; uncommon; 0.18
Bear's Companion; 0.02; uncommon; 0.03
Reveillark; 0.02; rare; 0.32
Disciple of the Ring; 0.02; rare; 0.25
Greater Gargadon; 0.04; rare; 0.15
Skeleton Archer; 0.01; common; 0.02
Selesnya Sanctuary; 0.02; uncommon; 0.04
Bounty of the Luxa; 0.02; uncommon; 0.09
Empyrial Archangel; 0.1; rare; 1.38
Sedraxis Specter; 0.02; uncommon; 0.02
Bant Charm; 0.02; uncommon; 0.02
Master Biomancer; 0.07; rare; 0.29
Blood Artist; 0.9; uncommon; 1.8
Venser, Shaper Savant; 0.25; rare; 1.79
Conclave Mentor; 0.02; uncommon; 0.05
Agony Warp; 0.02; common; 0.02
Golgari Rot Farm; 0.02; uncommon; 0.14
Atla Palani, Nest Tender; 0.02; rare; 0.4
Nicol Bolas, God-Pharaoh; 1.45; mythic; 4.0
Firemind Vessel; 0.02; uncommon; 0.02
Deranged Assistant; 0.01; common; 0.02
Surgical Extraction; 5.99; rare; 11.19
Guided Passage; 0.05; rare; 0.2
Dragon Arch; 0.05; uncommon; 0.74
Thrumming Stone; 1.95; rare; 5.95
Mizzix of the Izmagnus; 0.69; mythic; 2.5
Flickerwisp; 0.02; uncommon; 0.05
Dragonlord Silumgar; 1.5; mythic; 4.98
Privileged Position; 1.7; rare; 3.75
Thrive; 0.01; common; 0.02
Muldrotha, the Gravetide; 1.5; mythic; 4.7
Assassin's Trophy; 4.5; rare; 8.48
Drogskol Reaver; 0.88; rare; 5.27
Thought Scour; 0.02; common; 0.02
Jeskai Ascendancy; 0.06; rare; 0.15
Tariel, Reckoner of Souls; 0.05; rare; 0.5
Ulasht, the Hate Seed; 0.02; rare; 0.12
Atarka's Command; 0.35; rare; 1.38
Battlefield Promotion; 0.01; common; 0.02
Ainok Bond-Kin; 0.01; common; 0.02
Prophetic Bolt; 0.02; uncommon; 0.02
Phyrexian Tyranny; 0.08; rare; 0.32
Intet, the Dreamer; 0.02; rare; 0.3
Figure of Destiny; 0.05; rare; 0.2
Makeshift Mauler; 0.01; common; 0.02
Splinterfright; 0.04; rare; 0.18
Doomed Traveler; 0.01; common; 0.02
Living Lightning; 0.02; common; 0.02
Lavalanche; 0.03; rare; 0.16
Scale Blessing; 0.02; uncommon; 0.02
Storm Fleet Pyromancer; 0.01; common; 0.02
Panharmonicon; 1.95; rare; 3.1
Restoration Angel; 0.08; rare; 1.29
Allosaurus Shepherd; 25.99; mythic; 47.0
Heroic Reinforcements; 0.02; uncommon; 0.02
Monastery Swiftspear; 0.02; common; 0.2
Weathered Wayfarer; 1.0; rare; 2.98
Domestication; 0.02; uncommon; 0.02
Darksteel Plate; 2.0; rare; 4.5
Bloodwater Entity; 0.02; common; 0.02
Titan's Strength; 0.01; common; 0.02
Extract from Darkness; 0.02; uncommon; 0.02
Graveblade Marauder; 0.02; uncommon; 0.04
