Animar, Soul of Elements; 2.72; mythic; 23.85
Goblin Banneret; 0.09; uncommon; 0.14
Bloodwater Entity; 0.05; common; 0.23
Glen Elendra Liege; 0.24; rare; 2.21
Muldrotha, the Gravetide; 3.06; mythic; 6.91
Agony Warp; 0.04; common; 0.13
Spider Spawning; 0.05; uncommon; 0.13
Liliana's Elite; 0.04; common; 0.13
Settle Beyond Reality; 0.04; common; 0.13
Splinterfright; 0.11; rare; 0.43
River Hoopoe; 0.08; uncommon; 0.13
Sedraxis Specter; 0.08; uncommon; 0.13
Pull from Tomorrow; 0.16; rare; 1.42
Glowspore Shaman; 0.04; common; 0.23
Centaur Battlemaster; 0.04; uncommon; 0.14
Ruric Thar, the Unbowed; 0.19; rare; 0.71
Qasali Pridemage; 0.04; common; 0.96
Auger Spree; 0.04; common; 0.13
Ground Assault; 0.04; common; 0.13
Lyev Skyknight; 0.04; common; 0.13
Simic Growth Chamber; 0.08; uncommon; 0.44
Doomed Traveler; 0.05; common; 0.13
Uril, the Miststalker; 3.2; mythic; 12.91
Kambal, Consul of Allocation; 0.86; rare; 2.42
Bloodbraid Elf; 0.36; uncommon; 0.93
Mayael's Aria; 1.85; rare; 4.92
Arachnus Web; 0.04; common; 0.13
Selesnya Sanctuary; 0.08; uncommon; 0.44
Orzhov Pontiff; 0.2; uncommon; 0.95
Glimpse the Unthinkable; 4.78; rare; 7.92
Seasoned Pyromancer; 24.72; mythic; 54.87
Yahenni, Undying Partisan; 2.12; rare; 5.85
Young Pyromancer; 0.34; uncommon; 0.93
Wrenn and Six; 59.49; mythic; 174.87
Boartusk Liege; 1.17; rare; 3.85
Lavalanche; 0.11; rare; 0.43
Dragonlord Dromoka; 8.62; mythic; 19.92
Ezuri, Claw of Progress; 3.73; mythic; 12.92
Elenda, the Dusk Rose; 5.35; mythic; 16.92
Backdraft Hellkite; 0.2; rare; 0.92
Skeleton Archer; 0.04; common; 0.1
Coldsteel Heart; 0.63; uncommon; 3.81
Intet, the Dreamer; 0.17; rare; 2.41
Breakthrough; 0.12; uncommon; 0.95
Master Biomancer; 0.3; rare; 1.42
Necrotic Ooze; 1.17; rare; 2.92
Gods Willing; 0.05; common; 0.13
Abzan Charm; 0.08; uncommon; 0.35
Bloodforged Battle-Axe; 7.83; rare; 16.91
Body Double; 0.15; uncommon; 0.87
Carrier Thrall; 0.04; common; 0.13
Wash Out; 0.24; uncommon; 2.37
Ulamog, the Infinite Gyre; 26.72; mythic; 42.85
Travel Preparations; 0.05; uncommon; 0.14
Villainous Wealth; 0.17; rare; 0.95
Magister Sphinx; 0.53; rare; 1.42
Divine Visitation; 3.88; mythic; 9.85
Orzhov Basilica; 0.08; uncommon; 0.44
Dromoka's Command; 0.45; rare; 1.42
Go for the Throat; 0.32; uncommon; 2.37
Ashen Rider; 0.18; rare; 0.94
Mulldrifter; 0.12; uncommon; 1.37
Lotleth Troll; 0.15; uncommon; 0.44
Consecrated Sphinx; 20.97; mythic; 38.85
Abbot of Keral Keep; 0.2; rare; 0.68
Ambuscade; 0.04; common; 0.13
Jeskai Charm; 0.09; uncommon; 0.24
Devoted Druid; 1.37; uncommon; 2.93
Webweaver Changeling; 0.05; common; 0.13
Chaos Warp; 0.39; rare; 4.42
Might of Old Krosa; 0.14; common; 0.44
Staggershock; 0.04; uncommon; 0.14
Dimir Aqueduct; 0.08; uncommon; 0.43
Varina, Lich Queen; 0.2; rare; 0.44
Deathbringer Liege; 0.17; rare; 1.92
Tenth District Legionnaire; 0.05; common; 0.13
Lord of Extinction; 2.77; mythic; 4.84
Dreg Mangler; 0.04; common; 0.13
Domestication; 0.08; uncommon; 0.14
Aurelia, the Warleader; 9.82; mythic; 16.92
Vedalken Orrery; 9.77; rare; 19.92
Bring to Light; 0.16; rare; 1.42
Golgari Rot Farm; 0.08; uncommon; 0.44
Traveler's Amulet; 0.04; common; 0.13
Venser, Shaper Savant; 1.07; rare; 3.42
Tariel, Reckoner of Souls; 0.41; rare; 1.87
Scale Blessing; 0.05; uncommon; 0.14
Wilt-Leaf Liege; 0.59; rare; 1.42
Concordant Crossroads; 23.74; mythic; 38.94
Rampant Growth; 0.05; common; 0.45
Hostage Taker; 0.2; rare; 1.92
Surreal Memoir; 0.04; uncommon; 0.13
Doran, the Siege Tower; 1.56; rare; 3.92
Titan's Strength; 0.04; common; 0.13
Green Sun's Zenith; 13.83; rare; 24.91
Mana Vault; 43.46; mythic; 79.92
Dragonlord Silumgar; 5.6; mythic; 9.92
Livewire Lash; 0.17; uncommon; 0.24
Thraximundar; 0.18; rare; 1.92
Wall of Omens; 0.23; uncommon; 1.43
Assassin's Trophy; 6.36; rare; 12.91
Mizzix of the Izmagnus; 1.86; mythic; 7.92
Judith, the Scourge Diva; 0.18; rare; 0.69
Dauntless Escort; 0.34; rare; 0.92
Storm Fleet Pyromancer; 0.04; common; 0.13
Prized Amalgam; 0.54; rare; 2.35
Bloodflow Connoisseur; 0.04; common; 0.13
Nicol Bolas, God-Pharaoh; 3.2; mythic; 7.92
Imperial Seal; 102.46; mythic; 174.85
Drogskol Reaver; 4.25; rare; 9.92
Deep Analysis; 0.05; common; 0.13
Lava Coil; 0.05; common; 0.23
Boros Garrison; 0.08; uncommon; 0.43
Ghave, Guru of Spores; 1.1; mythic; 3.92
Labyrinth Champion; 0.08; uncommon; 0.13
Shattergang Brothers; 0.18; rare; 1.42
Mana Drain; 33.71; mythic; 49.85
Rishkar, Peema Renegade; 0.17; rare; 0.74
Dack's Duplicate; 0.35; rare; 2.42
Food Chain; 28.76; mythic; 69.85
Dark-Dweller Oracle; 0.05; common; 0.13
Sprouting Thrinax; 0.08; uncommon; 0.13
Graveblade Marauder; 0.09; uncommon; 0.14
