Rancor; 0.05; uncommon; 0.3
Nephalia Smuggler; 0.02; uncommon; 0.02
Aurelia, the Warleader; 4.95; mythic; 10.0
Elvish Rejuvenator; 0.01; common; 0.02
Ezuri, Claw of Progress; 1.15; mythic; 2.0
Seasoned Pyromancer; 20.0; mythic; 39.9
Elsha of the Infinite; 0.02; rare; 0.29
Mizzix of the Izmagnus; 0.69; mythic; 2.5
Aven Initiate; 0.01; common; 0.02
Twinflame; 0.15; rare; 1.5
Sprouting Thrinax; 0.02; uncommon; 0.02
Orzhov Basilica; 0.02; uncommon; 0.02
Qasali Pridemage; 0.02; common; 0.02
Traveler's Amulet; 0.01; common; 0.02
Chaos Warp; 0.24; rare; 2.79
Rift Bolt; 0.01; common; 0.02
Intet, the Dreamer; 0.02; rare; 0.3
Path to Exile; 0.5; uncommon; 1.2
Thought Scour; 0.02; common; 0.02
Living Lightning; 0.02; common; 0.02
Strands of Undeath; 0.01; common; 0.02
Anger of the Gods; 0.34; rare; 0.8
Wash Out; 0.02; uncommon; 0.12
Teneb, the Harvester; 0.07; rare; 0.25
Wall of Omens; 0.02; uncommon; 0.1
Travel Preparations; 0.02; uncommon; 0.02
Varina, Lich Queen; 0.08; rare; 0.19
Deranged Assistant; 0.01; common; 0.02
Ghave, Guru of Spores; 0.3; mythic; 2.99
Kolaghan's Command; 2.95; rare; 7.2
Golgari Rot Farm; 0.02; uncommon; 0.14
Lord of Extinction; 0.89; mythic; 2.83
Planar Bridge; 0.47; rare; 1.45
Flickerwisp; 0.02; uncommon; 0.05
Deep Analysis; 0.02; common; 0.02
Annoyed Altisaur; 0.01; common; 0.02
Body Double; 0.02; uncommon; 0.05
Pillar of the Paruns; 1.3; rare; 4.19
Ob Nixilis, Unshackled; 0.4; rare; 1.5
Vampire Sovereign; 0.01; common; 0.02
Firesong and Sunspeaker; 0.05; rare; 0.49
Villainous Wealth; 0.08; rare; 0.2
Experiment One; 0.02; common; 0.02
Food Chain; 19.9; mythic; 44.98
Phyrexian Altar; 22.8; rare; 27.1
Winged Coatl; 0.01; common; 0.02
Storm Fleet Pyromancer; 0.01; common; 0.02
Balefire Liege; 0.1; rare; 0.38
Gloryscale Viashino; 0.02; uncommon; 0.03
Guided Passage; 0.05; rare; 0.2
Staggershock; 0.02; uncommon; 0.02
Mayael's Aria; 0.25; rare; 0.75
Lightning Helix; 0.02; uncommon; 0.15
Prized Amalgam; 0.09; rare; 0.47
Izzet Charm; 0.01; common; 0.02
Myth Realized; 0.02; uncommon; 0.05
Bant Charm; 0.02; uncommon; 0.02
Nim Deathmantle; 0.9; rare; 3.0
Pirate's Pillage; 0.01; common; 0.02
Bloodforged Battle-Axe; 2.5; rare; 4.5
Necrotic Ooze; 0.2; rare; 0.8
Oracle of Mul Daya; 5.0; rare; 9.55
Civic Saber; 0.02; uncommon; 0.04
Dack's Duplicate; 0.05; rare; 0.35
Hissing Iguanar; 0.01; common; 0.02
Severed Strands; 0.01; common; 0.02
Ainok Bond-Kin; 0.01; common; 0.02
Last Breath; 0.01; common; 0.02
Conclave Mentor; 0.02; uncommon; 0.05
Boros Garrison; 0.02; uncommon; 0.19
Wrenn and Six; 54.0; mythic; 110.0
Allosaurus Shepherd; 25.99; mythic; 47.0
Lightning Bolt; 0.3; uncommon; 0.8
Breakthrough; 0.02; uncommon; 0.02
Supreme Verdict; 3.19; rare; 5.4
Advanced Stitchwing; 0.02; common; 0.02
Venser, Shaper Savant; 0.25; rare; 1.79
Kozilek, Butcher of Truth; 24.25; mythic; 32.5
Disfigure; 0.01; common; 0.02
Creakwood Liege; 0.66; rare; 3.0
Pithing Needle; 0.2; rare; 0.85
Figure of Destiny; 0.05; rare; 0.2
Nicol Bolas, God-Pharaoh; 1.45; mythic; 4.0
Arjun, the Shifting Flame; 0.02; rare; 0.6
Momentary Blink; 0.01; common; 0.02
Kasmina's Transmutation; 0.01; common; 0.02
Burning-Tree Emissary; 0.02; common; 0.02
Bloodwater Entity; 0.02; common; 0.02
Eel Umbra; 0.01; common; 0.02
Crackling Doom; 0.02; uncommon; 0.09
Murkfiend Liege; 0.05; rare; 0.35
Doran, the Siege Tower; 0.1; rare; 1.15
Fiery Justice; 0.02; rare; 0.2
Anguished Unmaking; 1.0; rare; 2.2
Supernatural Stamina; 0.01; common; 0.02
Abzan Charm; 0.02; uncommon; 0.02
Oona's Prowler; 0.05; rare; 0.2
Rishkar, Peema Renegade; 0.05; rare; 0.1
Zur the Enchanter; 0.28; rare; 2.0
Conqueror's Flail; 2.4; rare; 6.99
Lavalanche; 0.03; rare; 0.16
As Foretold; 2.4; mythic; 6.4
Privileged Position; 1.7; rare; 3.75
Panharmonicon; 1.95; rare; 3.1
Divine Visitation; 2.9; mythic; 5.0
Wilt-Leaf Liege; 0.09; rare; 0.67
Greater Gargadon; 0.04; rare; 0.15
Kederekt Leviathan; 0.02; rare; 0.25
Empyrial Archangel; 0.1; rare; 1.38
Mentor of the Meek; 0.02; uncommon; 0.1
Spider Spawning; 0.02; uncommon; 0.02
Sensor Splicer; 0.01; common; 0.02
Bring to Light; 0.05; rare; 0.25
Sultai Soothsayer; 0.02; uncommon; 0.02
Chronicler of Heroes; 0.01; common; 0.02
Gruul Turf; 0.02; uncommon; 0.1
Atarka's Command; 0.35; rare; 1.38
Terminate; 0.02; uncommon; 0.18
Auger Spree; 0.01; common; 0.02
Phyrexian Tyranny; 0.08; rare; 0.32
Yahenni, Undying Partisan; 0.5; rare; 1.9
Dockside Extortionist; 40.0; mythic; 75.0
Shadowborn Apostle; 0.15; common; 0.2
Settle Beyond Reality; 0.01; common; 0.02
Rampant Growth; 0.02; common; 0.05
Spell Pierce; 0.02; common; 0.05
Capture Sphere; 0.01; common; 0.02
Deadly Recluse; 0.01; common; 0.02
Magister Sphinx; 0.04; rare; 0.54
River Hoopoe; 0.02; uncommon; 0.03
Centaur Battlemaster; 0.02; uncommon; 0.03
Prophetic Bolt; 0.02; uncommon; 0.02
Tenth District Legionnaire; 0.01; common; 0.02
Dragonlord Silumgar; 1.5; mythic; 4.98
Skinrender; 0.02; uncommon; 0.02
Atla Palani, Nest Tender; 0.02; rare; 0.4
The Mimeoplasm; 0.18; rare; 0.75
Green Sun's Zenith; 7.5; rare; 10.2
Smothering Tithe; 13.0; rare; 19.75
Forbidden Orchard; 2.95; rare; 4.99
Azorius Chancery; 0.02; uncommon; 0.1
Talrand, Sky Summoner; 0.04; rare; 0.05
Vedalken Orrery; 4.5; rare; 7.27
Gravecrawler; 2.5; rare; 5.0
Dromoka's Command; 0.15; rare; 0.69
Legion's Initiative; 0.1; rare; 0.3
Teferi's Protection; 13.0; rare; 14.9
Devoted Druid; 0.15; uncommon; 0.68
Graveblade Marauder; 0.02; uncommon; 0.04
Knightly Valor; 0.01; common; 0.02
Mulldrifter; 0.05; uncommon; 0.19
Firemind Vessel; 0.02; uncommon; 0.02
Extract from Darkness; 0.02; uncommon; 0.02
Scale Blessing; 0.02; uncommon; 0.02
Livewire Lash; 0.02; uncommon; 0.05
Tuskguard Captain; 0.01; common; 0.02
Fireblade Artist; 0.02; common; 0.02
Heroic Reinforcements; 0.02; uncommon; 0.02
Warrior's Oath; 9.0; mythic; 16.99
Selesnya Sanctuary; 0.02; uncommon; 0.04
Thrive; 0.01; common; 0.02
Marchesa, the Black Rose; 0.25; rare; 1.98
Animar, Soul of Elements; 1.9; mythic; 10.99
Aethermage's Touch; 0.02; uncommon; 0.03
Ingenious Skaab; 0.01; common; 0.02
Aether Vial; 11.2; rare; 17.69
Makeshift Mauler; 0.01; common; 0.02
Brindle Shoat; 0.01; common; 0.02
Liliana, the Last Hope; 7.97; mythic; 15.2
Jeskai Elder; 0.02; common; 0.02
Bloom Tender; 6.45; rare; 10.0
Sedris, the Traitor King; 0.68; mythic; 2.0
Concordant Crossroads; 17.95; mythic; 29.0
Liliana's Elite; 0.01; common; 0.02
Titan's Strength; 0.01; common; 0.02
Seeker of the Way; 0.02; common; 0.02
Thousand-Year Storm; 0.5; rare; 2.56
Forbidden Alchemy; 0.01; common; 0.02
Blood Artist; 0.9; uncommon; 1.8
Tower Gargoyle; 0.02; uncommon; 0.02
Blazing Hellhound; 0.02; uncommon; 0.03
Aminatou, the Fateshifter; 1.45; mythic; 3.0
Martial Glory; 0.01; common; 0.01
Sidisi, Brood Tyrant; 0.05; rare; 0.39
Hydroid Krasis; 1.8; rare; 4.9
Mana Vault; 34.0; mythic; 54.98
Mana Leak; 0.02; common; 0.02
Might of Old Krosa; 0.02; common; 0.02
Battlefield Promotion; 0.01; common; 0.02
Agony Warp; 0.02; common; 0.02
Relief Captain; 0.02; common; 0.02
Shattergang Brothers; 0.04; rare; 0.49
Dragon Arch; 0.05; uncommon; 0.74
Jodah, Archmage Eternal; 0.05; rare; 0.25
Doomed Traveler; 0.01; common; 0.02
Bloodflow Connoisseur; 0.01; common; 0.02
Skullbriar, the Walking Grave; 0.19; rare; 1.5
Aethersnipe; 0.01; common; 0.02
Hostage Taker; 0.05; rare; 0.25
Restoration Angel; 0.08; rare; 1.29
Emrakul, the Aeons Torn; 18.7; mythic; 25.85
Force of Negation; 38.5; rare; 47.0
Disciple of the Ring; 0.02; rare; 0.25
Consecrated Sphinx; 16.45; mythic; 24.99
Wasitora, Nekoru Queen; 0.05; rare; 0.49
Coldsteel Heart; 0.04; uncommon; 0.15
Scab-Clan Giant; 0.02; uncommon; 0.02
Glimpse the Unthinkable; 1.4; rare; 3.49
Go for the Throat; 0.02; uncommon; 0.11
Damnation; 10.3; rare; 14.4
Mindwrack Liege; 0.02; rare; 0.05
Cartel Aristocrat; 0.02; common; 0.02
Domestication; 0.02; uncommon; 0.02
Hellkite Overlord; 0.4; mythic; 0.77
Izzet Boilerworks; 0.02; uncommon; 0.1
Unearth; 0.02; common; 0.08
Orzhov Pontiff; 0.02; uncommon; 0.09
Pull from Tomorrow; 0.05; rare; 0.4
Ashenmoor Liege; 0.05; rare; 0.9
Ulasht, the Hate Seed; 0.02; rare; 0.12
Surreal Memoir; 0.02; uncommon; 0.03
Bitterblossom; 17.5; mythic; 23.74
Dimir Aqueduct; 0.02; uncommon; 0.1
Thraximundar; 0.02; rare; 0.08
Eyeblight's Ending; 0.01; common; 0.02
Kaalia of the Vast; 5.0; mythic; 11.99
Mathas, Fiend Seeker; 0.13; rare; 0.94
Lyev Skyknight; 0.02; common; 0.02
Leonin Arbiter; 0.28; rare; 1.35
Bloodbraid Elf; 0.02; uncommon; 0.1
Sensei's Divining Top; 12.25; rare; 27.5
