Deathbringer Liege; 0.05; rare; 0.7
Aurelia, the Warleader; 5.6; mythic; 9.9
Splinterfright; 0.04; rare; 0.18
Master Biomancer; 0.07; rare; 0.29
Settle Beyond Reality; 0.01; common; 0.02
Aethersnipe; 0.01; common; 0.02
Guided Passage; 0.08; rare; 0.2
Mindwrack Liege; 0.02; rare; 0.05
Sensor Splicer; 0.01; common; 0.02
Lotleth Troll; 0.02; uncommon; 0.08
Balustrade Spy; 0.02; common; 0.02
Webweaver Changeling; 0.01; common; 0.02
Eyeblight's Ending; 0.01; common; 0.03
Allosaurus Shepherd; 25.62; mythic; 48.48
Boros Garrison; 0.02; uncommon; 0.19
Arachnus Spinner; 0.02; uncommon; 0.02
Izzet Boilerworks; 0.02; uncommon; 0.1
Seasoned Pyromancer; 19.99; mythic; 39.98
Wall of Omens; 0.02; uncommon; 0.12
Storm Fleet Pyromancer; 0.01; common; 0.02
Mikaeus, the Lunarch; 0.09; rare; 1.0
Tower Gargoyle; 0.02; uncommon; 0.02
Rishkar, Peema Renegade; 0.05; rare; 0.1
Kederekt Leviathan; 0.02; rare; 0.35
Conclave Mentor; 0.02; uncommon; 0.05
Gnarlback Rhino; 0.01; common; 0.02
Ambuscade; 0.01; common; 0.02
Crucible of Worlds; 14.5; mythic; 18.5
Kruin Striker; 0.01; common; 0.02
Venser, Shaper Savant; 0.28; rare; 1.79
Rampant Growth; 0.01; common; 0.05
Aethermage's Touch; 0.02; uncommon; 0.03
Dauntless Escort; 0.04; rare; 0.2
Orzhov Pontiff; 0.02; uncommon; 0.09
Chaos Warp; 0.24; rare; 1.85
Murkfiend Liege; 0.05; rare; 0.35
Deadly Recluse; 0.01; common; 0.02
Teferi's Protection; 13.0; rare; 15.0
Gifts Ungiven; 0.1; rare; 0.67
Assassin's Trophy; 4.49; rare; 8.3
Mana Vault; 36.5; mythic; 58.85
Monastery Mentor; 5.9; mythic; 8.75
Sprouting Thrinax; 0.02; uncommon; 0.02
Abzan Ascendancy; 0.02; rare; 0.2
Terminate; 0.02; uncommon; 0.18
Skinrender; 0.02; uncommon; 0.02
Necrotic Ooze; 0.2; rare; 0.99
Ulasht, the Hate Seed; 0.04; rare; 0.12
Yahenni, Undying Partisan; 0.5; rare; 1.78
Leonin Arbiter; 0.28; rare; 1.35
Nicol Bolas, God-Pharaoh; 1.45; mythic; 4.0
Ruric Thar, the Unbowed; 0.05; rare; 0.35
Bant Charm; 0.02; uncommon; 0.02
Smothering Tithe; 12.0; rare; 20.0
Tuskguard Captain; 0.01; common; 0.02
Arjun, the Shifting Flame; 0.02; rare; 0.6
Lava Coil; 0.02; common; 0.02
Last Breath; 0.01; common; 0.02
Thraximundar; 0.03; rare; 0.08
Magister Sphinx; 0.04; rare; 0.54
Sedraxis Specter; 0.02; uncommon; 0.02
Elvish Rejuvenator; 0.01; common; 0.02
Conqueror's Flail; 2.6; rare; 7.9
Supreme Verdict; 3.19; rare; 5.65
Dragonlord Dromoka; 4.68; mythic; 9.0
Lord of Extinction; 0.89; mythic; 2.84
Mana Leak; 0.01; common; 0.02
Muldrotha, the Gravetide; 1.38; mythic; 4.95
Empyrial Archangel; 0.1; rare; 1.4
Disfigure; 0.01; common; 0.02
Militia Bugler; 0.02; common; 0.02
Goblin Banneret; 0.02; uncommon; 0.02
Doran, the Siege Tower; 0.1; rare; 1.68
Mizzix of the Izmagnus; 0.7; mythic; 0.75
Atarka's Command; 0.35; rare; 1.4
The Mimeoplasm; 0.18; rare; 0.75
Coldsteel Heart; 0.04; uncommon; 0.44
Green Sun's Zenith; 6.93; rare; 12.0
Kaalia of the Vast; 4.8; mythic; 12.0
Might of Old Krosa; 0.02; common; 0.05
Ghave, Guru of Spores; 0.3; mythic; 2.99
Bounty of the Luxa; 0.02; uncommon; 0.09
Figure of Destiny; 0.05; rare; 0.2
Sedris, the Traitor King; 0.65; mythic; 2.0
Dragonlord Silumgar; 1.75; mythic; 4.99
Villainous Wealth; 0.08; rare; 0.2
Kambal, Consul of Allocation; 0.2; rare; 0.9
Thistledown Liege; 0.04; rare; 0.45
Drogskol Reaver; 0.89; rare; 5.29
Marchesa, the Black Rose; 0.2; rare; 1.98
Bear's Companion; 0.02; uncommon; 0.03
Gruul Turf; 0.02; uncommon; 0.14
Mentor of the Meek; 0.02; uncommon; 0.1
Blazing Hellhound; 0.02; uncommon; 0.03
Scab-Clan Giant; 0.02; uncommon; 0.02
Twinflame; 0.15; rare; 1.5
Prophetic Bolt; 0.02; uncommon; 0.02
Lyev Skyknight; 0.01; common; 0.02
Imperial Seal; 79.0; mythic; 129.5
Dreamshaper Shaman; 0.02; uncommon; 0.05
Forbidden Alchemy; 0.01; common; 0.02
Body Double; 0.02; uncommon; 0.05
Wingsteed Rider; 0.01; common; 0.02
Auger Spree; 0.01; common; 0.02
Abzan Falconer; 0.02; uncommon; 0.02
Master of Cruelties; 1.48; mythic; 4.49
Gravecrawler; 2.5; rare; 5.1
Martial Glory; 0.01; common; 0.01
Burning-Tree Emissary; 0.02; common; 0.09
Dromoka's Command; 0.18; rare; 0.78
Fireblade Artist; 0.01; common; 0.02
Mistfire Adept; 0.02; uncommon; 0.02
Weathered Wayfarer; 1.0; rare; 3.0
Simic Growth Chamber; 0.02; uncommon; 0.14
Centaur Battlemaster; 0.02; uncommon; 0.03
Anointer of Valor; 0.01; common; 0.02
Roon of the Hidden Realm; 0.05; rare; 0.29
Phyrexian Tyranny; 0.09; rare; 0.49
Ezuri, Claw of Progress; 1.11; mythic; 4.49
Bitterblossom; 17.5; mythic; 23.99
Call to the Feast; 0.01; common; 0.02
Go for the Throat; 0.02; uncommon; 0.11
Path to Exile; 0.5; uncommon; 1.1
