Arjun, the Shifting Flame; 0.02; rare; 0.6
Rift Bolt; 0.01; common; 0.02
Phyrexian Tyranny; 0.08; rare; 0.32
Pithing Needle; 0.2; rare; 0.85
Flickerwisp; 0.02; uncommon; 0.05
Glowspore Shaman; 0.02; common; 0.02
Creakwood Liege; 0.66; rare; 3.0
Leonin Arbiter; 0.28; rare; 1.35
Firemind Vessel; 0.02; uncommon; 0.02
Biogenic Upgrade; 0.02; uncommon; 0.02
Settle Beyond Reality; 0.01; common; 0.02
Supreme Verdict; 3.19; rare; 5.4
Last Breath; 0.01; common; 0.02
Atla Palani, Nest Tender; 0.02; rare; 0.4
Alesha, Who Smiles at Death; 0.06; rare; 0.28
Doran, the Siege Tower; 0.1; rare; 1.15
Golgari Rot Farm; 0.02; uncommon; 0.14
Travel Preparations; 0.02; uncommon; 0.02
Ruric Thar, the Unbowed; 0.05; rare; 0.35
Eternal Witness; 0.1; uncommon; 0.75
Devoted Druid; 0.15; uncommon; 0.68
Extract from Darkness; 0.02; uncommon; 0.02
Fireblade Artist; 0.02; common; 0.02
Call to the Feast; 0.01; common; 0.02
Sedraxis Specter; 0.02; uncommon; 0.02
Empyrial Archangel; 0.1; rare; 1.38
Battlefield Promotion; 0.01; common; 0.02
Rancor; 0.05; uncommon; 0.3
Venser, Shaper Savant; 0.25; rare; 1.79
Scab-Clan Giant; 0.02; uncommon; 0.02
Bitterblossom; 17.5; mythic; 23.74
Legion's Initiative; 0.1; rare; 0.3
Liliana's Elite; 0.01; common; 0.02
Eel Umbra; 0.01; common; 0.02
Murkfiend Liege; 0.05; rare; 0.35
Hydroid Krasis; 1.8; rare; 4.9
Deep Analysis; 0.02; common; 0.02
Anger of the Gods; 0.34; rare; 0.8
Wilt-Leaf Liege; 0.09; rare; 0.67
Planar Bridge; 0.47; rare; 1.45
Concordant Crossroads; 17.95; mythic; 29.0
Ezuri, Claw of Progress; 1.15; mythic; 2.0
As Foretold; 2.4; mythic; 6.4
Vedalken Orrery; 4.5; rare; 7.27
Rakdos Carnarium; 0.02; uncommon; 0.1
Skullbriar, the Walking Grave; 0.19; rare; 1.5
Aurelia, the Warleader; 4.95; mythic; 10.0
Wall of Omens; 0.02; uncommon; 0.1
Jeskai Elder; 0.02; common; 0.02
Kambal, Consul of Allocation; 0.2; rare; 0.9
Splinterfright; 0.04; rare; 0.18
Selesnya Sanctuary; 0.02; uncommon; 0.04
Deathbringer Liege; 0.05; rare; 0.7
Disciple of the Ring; 0.02; rare; 0.25
Atarka's Command; 0.35; rare; 1.38
Auger Spree; 0.01; common; 0.02
Kasmina's Transmutation; 0.01; common; 0.02
Chaos Warp; 0.24; rare; 2.79
Drogskol Reaver; 0.88; rare; 5.27
Kederekt Leviathan; 0.02; rare; 0.25
Burning-Tree Emissary; 0.02; common; 0.02
Aven Initiate; 0.01; common; 0.02
Yahenni, Undying Partisan; 0.5; rare; 1.9
Kaalia of the Vast; 5.0; mythic; 11.99
Abzan Charm; 0.02; uncommon; 0.02
Mathas, Fiend Seeker; 0.13; rare; 0.94
Crackling Doom; 0.02; uncommon; 0.09
Wash Out; 0.02; uncommon; 0.12
Dragonlord Silumgar; 1.5; mythic; 4.98
Green Sun's Zenith; 7.5; rare; 10.2
Mulldrifter; 0.05; uncommon; 0.19
Twinflame; 0.15; rare; 1.5
Psychic Symbiont; 0.02; uncommon; 0.02
Orzhov Pontiff; 0.02; uncommon; 0.09
Bedlam Reveler; 0.05; rare; 0.5
Dragonlord Dromoka; 4.89; mythic; 9.5
Jeskai Charm; 0.02; uncommon; 0.05
Roon of the Hidden Realm; 0.05; rare; 0.28
