Villainous Wealth; 0.08; rare; 0.23
Surgical Extraction; 7.5; rare; 12.48
Capture Sphere; 0.02; common; 0.04
Grim Flayer; 0.65; rare; 2.75
Bring to Light; 0.1; rare; 0.23
Thraximundar; 0.09; rare; 0.99
Thousand-Year Storm; 1.45; rare; 4.99
Smothering Tithe; 11.99; rare; 15.0
Abzan Ascendancy; 0.03; rare; 0.2
Master Biomancer; 0.07; rare; 0.89
Judith, the Scourge Diva; 0.04; rare; 0.3
Dauntless Escort; 0.05; rare; 0.23
Experiment One; 0.02; common; 0.15
Prized Amalgam; 0.15; rare; 0.48
Disciple of the Ring; 0.05; rare; 0.25
Monastery Swiftspear; 0.18; common; 0.9
Wasitora, Nekoru Queen; 0.15; rare; 1.5
Warrior's Oath; 14.5; mythic; 36.1
As Foretold; 1.99; mythic; 6.99
Thrive; 0.02; common; 0.02
Mayael's Aria; 0.49; rare; 2.45
Young Pyromancer; 0.09; uncommon; 0.3
Child of Alara; 0.3; rare; 0.73
Hellkite Overlord; 0.5; mythic; 1.5
Vampire Sovereign; 0.02; common; 0.04
Dockside Extortionist; 36.97; mythic; 80.0
Abzan Falconer; 0.02; uncommon; 0.08
Ground Assault; 0.02; common; 0.03
Aminatou, the Fateshifter; 1.75; mythic; 2.95
Bloodforged Battle-Axe; 3.0; rare; 9.9
Izzet Charm; 0.02; common; 0.07
Call to the Feast; 0.02; common; 0.03
Sedraxis Specter; 0.02; uncommon; 0.05
Gods Willing; 0.02; common; 0.05
Orzhov Basilica; 0.02; uncommon; 0.2
Jeskai Elder; 0.02; common; 0.05
Coldsteel Heart; 0.09; uncommon; 0.09
Eel Umbra; 0.02; common; 0.02
Sprouting Thrinax; 0.02; uncommon; 0.02
Lightning Helix; 0.09; uncommon; 0.24
Devoted Druid; 0.39; uncommon; 1.75
Atla Palani, Nest Tender; 0.04; rare; 0.43
Auger Spree; 0.01; common; 0.02
Rakdos Carnarium; 0.02; uncommon; 0.19
Graveblade Marauder; 0.02; uncommon; 0.04
Chaos Warp; 0.24; rare; 2.95
Kaalia of the Vast; 6.5; mythic; 13.47
Nephalia Smuggler; 0.02; uncommon; 0.02
Dromoka's Command; 0.24; rare; 0.95
City of Brass; 10.85; rare; 21.0
Oona's Prowler; 0.09; rare; 0.2
Firesong and Sunspeaker; 0.05; rare; 0.85
Ingenious Skaab; 0.01; common; 0.02
Force of Negation; 34.95; rare; 55.0
Forbidden Alchemy; 0.02; common; 0.03
Arjun, the Shifting Flame; 0.07; rare; 0.65
Makeshift Mauler; 0.02; common; 0.04
Aurelia, the Warleader; 6.0; mythic; 9.9
Sensor Splicer; 0.02; common; 0.04
Bounty of the Luxa; 0.02; uncommon; 0.17
Nicol Bolas, God-Pharaoh; 1.5; mythic; 3.99
Flickerwisp; 0.04; uncommon; 0.14
Kozilek, Butcher of Truth; 24.0; mythic; 35.88
Mana Drain; 30.0; mythic; 39.43
Grapple with the Past; 0.02; common; 0.03
Rafiq of the Many; 0.34; rare; 1.0
Dark-Dweller Oracle; 0.02; common; 0.05
Burning-Tree Emissary; 0.03; common; 0.14
Bitterblossom; 17.49; mythic; 27.35
Damnation; 11.0; rare; 17.82
Liliana, the Last Hope; 7.85; mythic; 17.91
Dimir Aqueduct; 0.02; uncommon; 0.17
Lightning Bolt; 0.3; uncommon; 1.49
Anger of the Gods; 0.4; rare; 1.0
Conclave Mentor; 0.02; uncommon; 0.08
Mulldrifter; 0.07; uncommon; 0.79
Wilt-Leaf Liege; 0.09; rare; 0.73
Spider Spawning; 0.02; uncommon; 0.05
Mana Leak; 0.02; common; 0.02
Restoration Angel; 0.1; rare; 1.45
Elsha of the Infinite; 0.02; rare; 0.3
Inquisition of Kozilek; 0.8; uncommon; 2.5
Relief Captain; 0.02; common; 0.02
Uril, the Miststalker; 1.8; mythic; 7.49
Rift Bolt; 0.02; common; 0.05
Dragonlord Silumgar; 2.25; mythic; 5.9
Gnarlback Rhino; 0.02; common; 0.03
Forbidden Orchard; 3.49; rare; 6.5
Livewire Lash; 0.02; uncommon; 0.1
Mathas, Fiend Seeker; 0.42; rare; 0.99
